,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
AIFM2,0.315789445,0.017125497,0.026279852,0.617811315,2.475234146,0.013314885,FALSE,FALSE
FAM25C,0.316392823,0.000662004,0.003575568,2.43325987,NA,NA,FALSE,FALSE
SHISA9,0.316392823,0.028227141,0.016731042,-0.754555731,-1.041500799,0.297643183,FALSE,FALSE
ADGRE1,0.316392823,0.007252008,0.002058075,-1.817085072,NA,NA,FALSE,FALSE
LRPPRC,0.316412745,0.111735445,0.098060949,-0.188336279,-0.642274162,0.520695188,FALSE,FALSE
KIF19,0.316412745,0.000764613,0.005447774,2.832865773,NA,NA,FALSE,FALSE
ADAM10,0.316651059,0.201554057,0.163253018,-0.304057157,-0.675728887,0.499212792,FALSE,FALSE
CPNE3,0.316716995,0.082335688,0.095614575,0.215712651,3.089402286,0.002005597,FALSE,FALSE
GPR137C,0.316964306,0.057092605,0.042856179,-0.413800687,-0.730683238,0.464972657,FALSE,FALSE
PAQR8,0.317203528,0.454716266,0.436341985,-0.059507315,-1.638050244,0.101411213,FALSE,FALSE
SYCP1,0.317320904,0.001196972,0.004471399,1.901336832,NA,NA,FALSE,FALSE
PARD3,0.317320904,1.786953268,1.959158322,0.132732082,1.415575163,0.156899927,FALSE,FALSE
GABRG3,0.317320904,0.03126666,0.018959056,-0.721738012,-1.122866461,0.261494214,FALSE,FALSE
ATP6V0B,0.31740238,0.11711032,0.099661082,-0.232766071,-0.439729236,0.660133225,FALSE,FALSE
DISP1,0.31740238,0.001707961,0.010218536,2.580841799,NA,NA,FALSE,FALSE
PRDM8,0.31740238,0.000937962,0.005462191,2.541877817,NA,NA,FALSE,FALSE
BBS12,0.31740238,0.001161268,0.006237681,2.425309419,NA,NA,FALSE,FALSE
LPCAT1,0.31740238,0.048089763,0.068404815,0.508368068,2.342773181,0.019141016,FALSE,FALSE
CA5B,0.31740238,0.093372623,0.072928851,-0.356509944,-0.916860673,0.359215654,FALSE,FALSE
KIAA0196,0.31740238,0.070108534,0.055783698,-0.329746501,-0.962363667,0.335866958,FALSE,FALSE
SSH3,0.31740238,0.014813457,0.021293399,0.52349791,1.666884677,0.095537338,FALSE,FALSE
POU2AF1,0.31740238,0.00164097,0.003547535,1.112267933,NA,NA,FALSE,FALSE
FOS,0.31740238,0.088880124,0.146304104,0.719037511,1.368298116,0.17121878,FALSE,FALSE
TXNDC11,0.31740238,0.073519417,0.068434647,-0.103398402,-1.286776844,0.19817208,FALSE,FALSE
HES7,0.31740238,0.001295841,0.007575073,2.547371688,NA,NA,FALSE,FALSE
SEMA6A,0.317892939,0.084054089,0.082887703,-0.020159921,-1.37845913,0.168061578,FALSE,FALSE
COLQ,0.318314045,0.04206871,0.036424843,-0.207824845,-1.029499539,0.303244996,FALSE,FALSE
ZNF367,0.318314045,0.016618167,0.008867757,-0.906120067,-1.820287694,0.068715204,FALSE,FALSE
SLC25A25,0.318314045,0.075401949,0.064272444,-0.230401474,-1.313707585,0.188944628,FALSE,FALSE
PLEKHH3,0.318314045,0.029405959,0.05432663,0.885551011,2.428816584,0.015148194,FALSE,FALSE
SUPT4H1,0.318510267,0.026993182,0.016652315,-0.696872341,-1.10032212,0.271191798,FALSE,FALSE
SLC37A3,0.318606175,0.062954498,0.050710625,-0.312021396,-0.98378176,0.325222829,FALSE,FALSE
TCEAL2,0.318606175,0.03734713,0.039596362,0.084370499,-0.492939162,0.622055575,FALSE,FALSE
AP5B1,0.318606175,0.008664214,0.003609069,-1.263442245,NA,NA,FALSE,FALSE
SAT1,0.318916686,0.321935703,0.296701364,-0.117761026,-1.30503481,0.191880995,FALSE,FALSE
TICAM1,0.318916686,0.03106458,0.018654117,-0.73577653,-1.584674574,0.113040292,FALSE,FALSE
MED14,0.319514075,0.058285764,0.045799912,-0.34779873,-1.273014324,0.203012959,FALSE,FALSE
C9orf72,0.319788569,0.044281872,0.043566784,-0.023487581,-1.396636324,0.162522961,FALSE,FALSE
URI1,0.320452314,0.134566511,0.119764631,-0.168117506,-1.572359838,0.115867123,FALSE,FALSE
RNF215,0.320653207,0.024099812,0.038565811,0.678300553,2.619567447,0.008804136,FALSE,FALSE
TSPAN12,0.320773202,0.032369892,0.018183188,-0.832047372,-1.077008727,0.281476367,FALSE,FALSE
DOLK,0.321101461,0.00615148,0.013716725,1.156930652,2.035091839,0.041841633,FALSE,FALSE
SSX2IP,0.32116736,0.115274029,0.095029101,-0.27862623,-1.256432898,0.20895906,FALSE,FALSE
FOXP2,0.32116736,0.021893304,0.01936009,-0.177404053,-0.937380564,0.348562835,FALSE,FALSE
NSMCE2,0.32116736,0.390441625,0.37165819,-0.071130466,-0.527168544,0.598076551,FALSE,FALSE
NUDT13,0.32116736,0.007571141,0.005382664,-0.492190401,NA,NA,FALSE,FALSE
DTD1,0.322152852,0.094957665,0.087494997,-0.118083933,-0.657720443,0.510717784,FALSE,FALSE
TNS1,0.322337457,0.112052326,0.093296223,-0.26428202,-1.108931151,0.267459884,FALSE,FALSE
LGI4,0.322389497,0.525360198,0.483371556,-0.120174325,-2.020554423,0.043325911,FALSE,FALSE
PIN1,0.32289636,0.053089778,0.043907856,-0.273955019,-1.422033358,0.155016567,FALSE,FALSE
SPARC,0.323003389,0.019271158,0.036325139,0.914525085,1.567316494,0.117040732,FALSE,FALSE
OS9,0.323003389,0.090631544,0.075488521,-0.263755982,-1.880868322,0.059989833,FALSE,FALSE
ZDHHC14,0.323425944,0.107262076,0.132069983,0.300162523,3.517930326,0.000434927,FALSE,FALSE
CRYZ,0.323765356,0.013814558,0.02222312,0.685872032,2.01260248,0.044156466,FALSE,FALSE
SLC25A46,0.323765356,0.113518461,0.109422529,-0.05301713,-1.692261129,0.090596196,FALSE,FALSE
NEK7,0.324128352,0.144917865,0.126974658,-0.190694867,-0.702271481,0.482509875,FALSE,FALSE
DBR1,0.324128352,0.018356612,0.009535792,-0.944875186,-1.422560208,0.154863686,FALSE,FALSE
SERPINI1,0.324128352,0.100294696,0.087976781,-0.189050584,-0.739690076,0.459488071,FALSE,FALSE
AGTPBP1,0.324128352,0.122817622,0.117212846,-0.067386883,-1.124160397,0.260944987,FALSE,FALSE
PTGR1,0.324128352,0.051028204,0.045261968,-0.172995562,-1.011074916,0.311980575,FALSE,FALSE
RSPO4,0.324128352,0.023755187,0.021565373,-0.139525893,-1.525924459,0.127028678,FALSE,FALSE
SHISA4,0.324699462,0.073292421,0.059845058,-0.292431914,-1.925390036,0.054180581,FALSE,FALSE
DCAF6,0.32475615,0.192199913,0.186304907,-0.044942016,-0.820777224,0.411773174,FALSE,FALSE
EDEM1,0.324943044,0.017651137,0.009567971,-0.883476248,-1.430091045,0.15269089,FALSE,FALSE
MAD2L1BP,0.324956727,0.008999882,0.00679747,-0.404908276,-1.087454395,0.276836043,FALSE,FALSE
BRAP,0.324956727,0.062899564,0.051397667,-0.291347149,-1.162879395,0.244878439,FALSE,FALSE
ARHGAP31,0.326345024,0.431804328,0.428656911,-0.010554302,-1.462971495,0.143475179,FALSE,FALSE
COA1,0.326345024,0.133535707,0.125554656,-0.088910038,-1.091333954,0.275125963,FALSE,FALSE
PC,0.326345024,0.107536027,0.088563657,-0.280033365,-0.461787494,0.64423372,FALSE,FALSE
PDZRN4,0.3270542,0.060969194,0.100238268,0.717281029,1.084300661,0.278231513,FALSE,FALSE
GDA,0.327139192,0.017855988,0.013783337,-0.373482772,-1.087139503,0.276975162,FALSE,FALSE
ACTN1,0.327139192,0.072110861,0.069244917,-0.05850839,-1.299781842,0.19367575,FALSE,FALSE
LARGE,0.327139192,0.306866034,0.281065761,-0.126701248,-0.848836955,0.395972024,FALSE,FALSE
PLA2G6,0.327567044,0.035175912,0.054023391,0.618996363,2.391783697,0.01676672,FALSE,FALSE
CCDC82,0.32802333,0.086390948,0.072793038,-0.247079669,-1.169085772,0.242369076,FALSE,FALSE
RAMP1,0.328061999,0.3671354,0.423717448,0.206790307,2.916035835,0.003545098,FALSE,FALSE
FAM135B,0.328061999,0.157104913,0.148857758,-0.077793877,-0.961362106,0.336370131,FALSE,FALSE
RPA2,0.328339181,0.018883145,0.032799741,0.796585328,2.296325878,0.021657256,FALSE,FALSE
PARP1,0.328339181,0.062083399,0.05665694,-0.131954879,-1.219268758,0.222742202,FALSE,FALSE
CEP68,0.328339181,0.056422567,0.053442728,-0.078278643,-1.147678817,0.251101179,FALSE,FALSE
SAP130,0.328339181,0.088466233,0.081647005,-0.115726935,-1.10126005,0.270783493,FALSE,FALSE
FRMD4B,0.328339181,0.026964361,0.018774755,-0.522259805,-1.268860526,0.204490813,FALSE,FALSE
ZBBX,0.328339181,0.004950666,0.013108363,1.404793128,NA,NA,FALSE,FALSE
LCORL,0.328339181,0.126957856,0.164954717,0.377720366,2.451810951,0.014213932,FALSE,FALSE
EDIL3,0.328339181,0.044020704,0.025536883,-0.785599778,-1.260975455,0.207317691,FALSE,FALSE
CBY3,0.328339181,0.004956267,0.00151747,-1.707585878,NA,NA,FALSE,FALSE
NUP62CL,0.328339181,0.007298213,0.001828555,-1.996838926,NA,NA,FALSE,FALSE
RAD23B,0.328339181,0.108078651,0.098869676,-0.128481565,-0.819877296,0.412286061,FALSE,FALSE
SLIT3,0.328440994,0.022896359,0.017018786,-0.427990108,-1.496199633,0.13460164,FALSE,FALSE
FRRS1L,0.328440994,0.034562614,0.024688889,-0.485350395,-1.671515431,0.094619913,FALSE,FALSE
RP11-403P17.5,0.328440994,0.024394572,0.018629896,-0.388940531,-1.649601217,0.099024526,FALSE,FALSE
DHX8,0.328440994,0.057595891,0.04891508,-0.235686598,-1.093865185,0.27401411,FALSE,FALSE
ARNTL2,0.32880203,0.005323959,0.001645259,-1.694184428,NA,NA,FALSE,FALSE
PCYOX1,0.328906313,0.06705583,0.087660921,0.386571052,2.297440506,0.021593653,FALSE,FALSE
IK,0.328906313,0.02371941,0.03669232,0.629409986,2.08844824,0.03675742,FALSE,FALSE
ZSCAN12,0.328906313,0.014312076,0.008962944,-0.675188346,-1.531047673,0.125757611,FALSE,FALSE
DNASE1L1,0.328906313,0.020960484,0.010085241,-1.055426521,-1.733877962,0.082939739,FALSE,FALSE
FRS2,0.328906313,0.236839922,0.222623549,-0.089306076,-0.739487753,0.459610874,FALSE,FALSE
NDEL1,0.328906313,0.067383556,0.051175158,-0.396952899,-1.271028848,0.203718386,FALSE,FALSE
GNB5,0.329314574,0.055794244,0.041524507,-0.426153245,-1.176762718,0.239290227,FALSE,FALSE
SMPD3,0.329319872,0.008352093,0.002090459,-1.998317823,NA,NA,FALSE,FALSE
RFNG,0.329319872,0.057395529,0.079417885,0.468525587,2.229206677,0.025800157,FALSE,FALSE
MON1A,0.329342159,0.024027218,0.012740634,-0.915232494,-1.848715359,0.064498925,FALSE,FALSE
ARFGAP1,0.329655096,0.100406462,0.141326512,0.493180015,2.385729291,0.017045293,FALSE,FALSE
MAF1,0.32972254,0.038033414,0.02788758,-0.447644693,-1.096483291,0.272867332,FALSE,FALSE
TCEANC2,0.329848353,0.031766991,0.021776749,-0.544739835,-1.692055634,0.090635366,FALSE,FALSE
DLGAP4,0.329872509,0.117894724,0.109822063,-0.102331229,-0.760599338,0.446896416,FALSE,FALSE
LAMP5,0.329963805,0.01527918,0.007162651,-1.093001575,-1.349607879,0.177141796,FALSE,FALSE
EFCAB12,0.330379974,0.002961158,0.010435456,1.817260086,NA,NA,FALSE,FALSE
PLIN1,0.330379974,0.006129573,0.012081637,0.978957552,NA,NA,FALSE,FALSE
MARK1,0.330571337,0.136689845,0.135886607,-0.008502795,-0.922166962,0.356441493,FALSE,FALSE
GALM,0.330571337,0.053127633,0.052378746,-0.020480902,-0.992556445,0.320926159,FALSE,FALSE
CREB5,0.330571337,0.069012124,0.117160248,0.763561418,2.556735125,0.010565964,FALSE,FALSE
FAM63B,0.330571337,0.119443194,0.106343042,-0.167599005,-0.637565598,0.523756496,FALSE,FALSE
GLIPR1L1,0.330663981,0.011115619,0.005499653,-1.015175832,-0.758093558,0.448394976,FALSE,FALSE
SULT2B1,0.330829784,0.0026594,0.007929442,1.576118377,NA,NA,FALSE,FALSE
ACTG2,0.330964063,0.004266431,0.002909387,-0.552314716,NA,NA,FALSE,FALSE
NLGN4Y,0.331488539,0.138018764,0.128652474,-0.101385209,0.252882046,0.800359364,FALSE,FALSE
GPR137B,0.332360871,0.099801471,0.091806766,-0.120460594,0.012480793,0.990042027,FALSE,FALSE
KLHDC3,0.332686641,0.042056628,0.029337032,-0.519610292,-1.402186178,0.160859658,FALSE,FALSE
EHD1,0.33312292,0.025937705,0.034812297,0.424546158,1.890441708,0.05869891,FALSE,FALSE
ERMAP,0.333344649,0.030036872,0.046662228,0.635520623,2.452383656,0.014191326,FALSE,FALSE
SMYD2,0.333344649,0.012431876,0.01032719,-0.267596283,-1.382131609,0.166931295,FALSE,FALSE
CCM2,0.333344649,0.093763138,0.083048208,-0.175071822,-1.172558149,0.240973041,FALSE,FALSE
GTF3C1,0.333344649,0.074830027,0.102990876,0.460827333,2.437833593,0.014775574,FALSE,FALSE
TOMM22,0.333344649,0.014989863,0.011530456,-0.378537702,-1.808037573,0.070600653,FALSE,FALSE
ERICH1,0.333390157,0.054784711,0.051528109,-0.088413674,-0.889692896,0.37363081,FALSE,FALSE
ARHGEF7,0.333390157,0.230788804,0.211326285,-0.127101017,-0.861745839,0.388827395,FALSE,FALSE
PLCG2,0.333390157,0.023408564,0.040229438,0.78121517,2.883634523,0.003931147,FALSE,FALSE
ATP5G1,0.333390157,0.053765542,0.044730819,-0.265412698,-0.962338786,0.335879452,FALSE,FALSE
FAM168B,0.333843416,0.072737217,0.067196847,-0.114300186,-0.961951585,0.336073924,FALSE,FALSE
FTCDNL1,0.333843416,0.104661487,0.092080148,-0.184768607,-1.144256616,0.25251723,FALSE,FALSE
SLC25A20,0.333843416,0.052893331,0.046816212,-0.176077642,-1.545078711,0.122327226,FALSE,FALSE
NCBP1,0.333843416,0.057722833,0.056705393,-0.025656159,-0.94166905,0.346362106,FALSE,FALSE
TAPBPL,0.333843416,0.031803672,0.023488952,-0.437211,-1.301997957,0.192917084,FALSE,FALSE
EPB42,0.334020641,0.080308522,0.063237151,-0.344780722,-0.948766317,0.342739476,FALSE,FALSE
CLUAP1,0.334020641,0.095873362,0.084676313,-0.179171577,-1.277174152,0.201540771,FALSE,FALSE
TIMM13,0.334020641,0.043467933,0.03215695,-0.434820907,-0.838767639,0.401599714,FALSE,FALSE
DNAJC4,0.334157369,0.034085156,0.022686993,-0.587278164,-1.419709073,0.155692396,FALSE,FALSE
CDAN1,0.334483708,0.015587188,0.02561024,0.716360084,2.429873342,0.0151041,FALSE,FALSE
MACF1,0.33461161,3.046826034,2.865510087,-0.088515154,-0.769792679,0.441422883,FALSE,FALSE
CNTNAP5,0.33461161,0.060988309,0.049068618,-0.31373208,-2.032271113,0.042126217,FALSE,FALSE
ARL5A,0.33461161,0.121214154,0.114133451,-0.086836477,-0.773928133,0.438973292,FALSE,FALSE
REEP5,0.33461161,0.099534682,0.084863994,-0.230046727,-0.950446723,0.341885313,FALSE,FALSE
BTN2A1,0.33461161,0.017406339,0.010388695,-0.74459844,-1.075178152,0.282294975,FALSE,FALSE
POLM,0.33461161,0.049962453,0.040893243,-0.288981846,-1.07256384,0.283466856,FALSE,FALSE
PCSK5,0.33461161,0.498973109,0.483648471,-0.045003229,-0.580909518,0.561301437,FALSE,FALSE
CIZ1,0.33461161,0.042965583,0.066121866,0.621945963,2.009529901,0.044480967,FALSE,FALSE
UPF2,0.33461161,0.171123258,0.217695735,0.347277286,3.093211314,0.001980031,FALSE,FALSE
TMEM19,0.33461161,0.033903283,0.029205901,-0.215165065,-1.302520545,0.192738499,FALSE,FALSE
PIBF1,0.33461161,0.339993902,0.324543285,-0.067097962,-0.177985532,0.858734338,FALSE,FALSE
TMEM147,0.33461161,0.060645774,0.044969629,-0.431456152,-1.169906109,0.242038755,FALSE,FALSE
ATP6V1E1,0.33461161,0.084524895,0.072251049,-0.226357795,-0.469376514,0.638800533,FALSE,FALSE
SERPINF1,0.334746884,0.009156626,0.003543318,-1.369715226,NA,NA,FALSE,FALSE
HMGB2,0.335022219,0.028382064,0.021209731,-0.420253192,-0.844579598,0.398345604,FALSE,FALSE
PSMB2,0.335065162,0.038015831,0.02772749,-0.455283324,-1.317041787,0.187824618,FALSE,FALSE
ANKRD36,0.335065162,0.13851595,0.120264279,-0.203843915,-1.131238894,0.257954556,FALSE,FALSE
CBX7,0.335065162,0.055738025,0.048973084,-0.186672843,-1.272445209,0.20321498,FALSE,FALSE
RPL14,0.335478232,0.083554221,0.073458535,-0.185782592,-0.719274247,0.47197196,FALSE,FALSE
MOB1B,0.335478232,0.078270725,0.118867118,0.602804967,2.166926265,0.030240477,FALSE,FALSE
HMCN2,0.335478232,0.043208335,0.049761346,0.203715863,2.243709775,0.024851081,FALSE,FALSE
LMBRD1,0.335478969,0.231634221,0.204789471,-0.17770686,-0.467294248,0.640289371,FALSE,FALSE
SEMA4D,0.335478969,0.135781262,0.125886432,-0.109161606,-1.331073696,0.183164763,FALSE,FALSE
BAG4,0.335527675,0.044642294,0.033958606,-0.39463391,-0.979106167,0.327527525,FALSE,FALSE
ZDHHC18,0.335741086,0.02900845,0.037197086,0.3587164,2.177877269,0.029415175,FALSE,FALSE
ELOVL4,0.335741086,0.016631576,0.009961145,-0.739541386,-1.392730233,0.163701383,FALSE,FALSE
NT5DC1,0.335741086,0.135798987,0.11238571,-0.273014114,-1.039426372,0.298606484,FALSE,FALSE
RNF43,0.335741086,0.099941934,0.077765634,-0.361957387,-1.33064544,0.183305703,FALSE,FALSE
ZNF324,0.335741086,0.039208828,0.030098322,-0.381495479,-0.990442737,0.321957765,FALSE,FALSE
XRCC2,0.335852534,0.007330841,0.006688129,-0.132376054,NA,NA,FALSE,FALSE
RABL2A,0.336334645,0.046503646,0.038755456,-0.262944418,-1.413823087,0.157413853,FALSE,FALSE
EFEMP2,0.336334645,0.050727108,0.071990512,0.505049852,2.177969827,0.029408283,FALSE,FALSE
G2E3,0.336334645,0.060579321,0.041009999,-0.562849712,-0.602085662,0.547117118,FALSE,FALSE
KIAA0586,0.336334645,0.090358584,0.075422906,-0.260658926,-1.194038647,0.232462851,FALSE,FALSE
ACTR2,0.33669681,0.101428678,0.094482645,-0.102344373,-1.122618224,0.261599672,FALSE,FALSE
ARMC8,0.33669681,0.182320869,0.159167344,-0.195935334,-0.497823769,0.618608261,FALSE,FALSE
RNF17,0.33669681,0.008850731,0.003640773,-1.281551993,NA,NA,FALSE,FALSE
DUS4L,0.336848396,0.007841845,0.005104142,-0.619524762,NA,NA,FALSE,FALSE
SMIM10,0.337198938,0.006550506,0.005428346,-0.271093722,NA,NA,FALSE,FALSE
GALNT16,0.337198938,0.03596762,0.030806196,-0.223478156,-0.965984136,0.334052119,FALSE,FALSE
KIAA1328,0.337318046,0.198052538,0.196763561,-0.009420118,-0.381829983,0.702587478,FALSE,FALSE
CD276,0.337472833,0.045082641,0.030438078,-0.566694765,-1.093450254,0.274196159,FALSE,FALSE
TLE3,0.337526017,0.040205165,0.058212018,0.533936193,2.205069753,0.0274492,FALSE,FALSE
KCNJ16,0.337526017,0.035308206,0.045820795,0.375998991,1.719914538,0.085447978,FALSE,FALSE
TMEM179B,0.337769188,0.052251691,0.046116392,-0.18019809,-0.994607504,0.319927196,FALSE,FALSE
CDKL3,0.337816873,0.147392005,0.139515189,-0.079236074,-0.843909488,0.398719986,FALSE,FALSE
NEDD9,0.337816873,0.047815047,0.044702179,-0.097119528,-1.657970456,0.09732343,FALSE,FALSE
GLRX3,0.338147211,0.060717358,0.047720742,-0.347492519,-0.66806973,0.504089083,FALSE,FALSE
HERC4,0.338211865,0.357647511,0.345218984,-0.051026596,-0.817067312,0.413889962,FALSE,FALSE
LRP1,0.338211865,0.434812321,0.501224749,0.205064828,3.143424972,0.001669832,FALSE,FALSE
STAT4,0.338253607,0.010969134,0.006224956,-0.817314149,-1.188265561,0.234728801,FALSE,FALSE
SOCS7,0.338253607,0.068671937,0.056514901,-0.281089347,-0.815521505,0.41477386,FALSE,FALSE
ATP5SL,0.338380259,0.029112729,0.025260873,-0.20474561,-1.098526029,0.271974858,FALSE,FALSE
HMCES,0.338494314,0.03376828,0.026447395,-0.352543039,-1.187410918,0.235065575,FALSE,FALSE
MLF2,0.338692803,0.0711963,0.095993067,0.431127955,2.452040699,0.014204859,FALSE,FALSE
PJA1,0.33881557,0.018654373,0.012363257,-0.593455039,-1.483930116,0.137827461,FALSE,FALSE
OSBPL2,0.33881557,0.042746465,0.059913526,0.487076614,2.298723827,0.021520627,FALSE,FALSE
KIF26B,0.338925038,0.051864125,0.047845895,-0.116341805,-0.819613819,0.412436293,FALSE,FALSE
HK1,0.338989291,0.12881618,0.121153042,-0.088483181,-1.537549528,0.124158796,FALSE,FALSE
SLC9B2,0.339038487,0.044509791,0.03806991,-0.225471554,-0.469434525,0.638759075,FALSE,FALSE
UBE2J2,0.339414202,0.056138478,0.049924638,-0.169237967,-0.945668271,0.34431781,FALSE,FALSE
BMP2K,0.339414202,0.353230535,0.341705173,-0.047857972,0.402952208,0.686983383,FALSE,FALSE
GPR143,0.339414202,0.038368198,0.032597365,-0.235155649,-0.844991868,0.39811538,FALSE,FALSE
RBM39,0.339414202,0.353393222,0.335827897,-0.073552292,-0.835257825,0.403572558,FALSE,FALSE
PNRC1,0.340355751,0.052759978,0.077556936,0.555811849,2.067579057,0.038679623,FALSE,FALSE
TOR1AIP2,0.340395881,0.056520793,0.084220807,0.575395006,1.941173258,0.052237266,FALSE,FALSE
DCTN2,0.340395881,0.059635888,0.046431776,-0.361068342,-1.388832034,0.164883832,FALSE,FALSE
PPIL2,0.340395881,0.101220798,0.084046392,-0.268247958,-0.272777364,0.785024361,FALSE,FALSE
PSEN1,0.340532634,0.133570656,0.110971224,-0.267417483,-1.343121071,0.179232774,FALSE,FALSE
CBL,0.340770725,0.096789118,0.094387801,-0.036244444,-0.324782362,0.745345795,FALSE,FALSE
GABARAPL1,0.340770725,0.034238267,0.030361054,-0.173387807,-1.383809981,0.166416646,FALSE,FALSE
KLHL12,0.341107554,0.02878531,0.050126856,0.800251017,1.950107418,0.051163317,FALSE,FALSE
NFYB,0.341310075,0.022901191,0.013310722,-0.782833818,-1.595429246,0.11061628,FALSE,FALSE
COG5,0.341502339,0.347156931,0.331534617,-0.066428458,-0.336072357,0.736816303,FALSE,FALSE
GAPDH,0.34164701,0.636094804,0.623048967,-0.029896249,0.211043819,0.832853079,FALSE,FALSE
SEL1L3,0.342306787,0.143533862,0.143464633,-0.000696003,0.087887189,0.929966339,FALSE,FALSE
TMEM165,0.343003138,0.118146973,0.116296565,-0.022774182,-0.948515524,0.342867074,FALSE,FALSE
CDC27,0.343331532,0.199666287,0.183539694,-0.121498655,-0.991951452,0.321221209,FALSE,FALSE
ACO2,0.343397056,0.176874101,0.183797045,0.055390751,0.061408335,0.951034014,FALSE,FALSE
CYP46A1,0.343430631,0.184195206,0.177637538,-0.052299039,-0.470940911,0.637682932,FALSE,FALSE
RBM42,0.343527652,0.018882008,0.013040959,-0.533962236,-1.319749725,0.186918592,FALSE,FALSE
NECAP2,0.343751714,0.032375277,0.027120419,-0.255513067,-1.077345325,0.28132602,FALSE,FALSE
RSAD2,0.343751714,0.013025881,0.011807727,-0.141649652,-1.358578059,0.174280332,FALSE,FALSE
ZCCHC9,0.343751714,0.045695695,0.043136568,-0.083146854,-0.89128344,0.37277713,FALSE,FALSE
UBA1,0.343751714,0.127660872,0.123755623,-0.044822339,-1.592784435,0.111208558,FALSE,FALSE
ATG4A,0.343751714,0.007370727,0.013276554,0.849001866,2.100520193,0.035683106,FALSE,FALSE
ATP6V1C1,0.343751714,0.084190342,0.079037503,-0.091117379,-1.467694445,0.14218724,FALSE,FALSE
LPAR1,0.343751714,0.01877244,0.016419828,-0.193177098,-1.576525357,0.11490478,FALSE,FALSE
TECTA,0.343751714,0.008567513,0.017342219,1.017340081,2.029434572,0.042414047,FALSE,FALSE
INPP5F,0.343751714,0.192733649,0.169663725,-0.183930328,-1.511280301,0.130717051,FALSE,FALSE
DTX3,0.343751714,0.077386452,0.099682543,0.365259861,1.878423482,0.060323256,FALSE,FALSE
ANO4,0.343751714,0.0127331,0.006654981,-0.93607715,-1.747103019,0.08061947,FALSE,FALSE
ESD,0.343751714,0.087252428,0.075527685,-0.20818971,-1.062576691,0.287973962,FALSE,FALSE
HS6ST3,0.343751714,0.051561179,0.040139728,-0.361254407,-0.897020837,0.369707798,FALSE,FALSE
OSGEP,0.343751714,0.061534345,0.055942481,-0.137447626,-1.001787109,0.316446425,FALSE,FALSE
TJP1,0.343751714,0.768575468,0.726665167,-0.080896176,-0.686395538,0.492463718,FALSE,FALSE
